sample_id,file_path,person_id,person_name,split,source_ref,source_url,license,rights_note,sha256
000243,raw/fukada_kyoko/0002.mp4,fukada_kyoko,Fukada Kyoko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,92b61265e9817609515af9daabe175358158b0ea0bc61490f1d923bf071248ee
000244,raw/fukada_kyoko/0003.mp4,fukada_kyoko,Fukada Kyoko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f76659f3d6e9c8cb949539e86ac06369574b4d8ebde2c418946b6312124d0d0e
000245,raw/fukada_kyoko/0004.mp4,fukada_kyoko,Fukada Kyoko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,550b3bde1d6d000474be9855710e414f23bdcc23c8ac4fde77fde8353db97e82
000246,raw/fukada_kyoko/0005.mp4,fukada_kyoko,Fukada Kyoko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b695af095eba166aad5b0a1cef27b4782d937593f109154f24692385d7fda0b2
000247,raw/fukada_kyoko/0006.mp4,fukada_kyoko,Fukada Kyoko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,53361ce0935b4f84543ae4cdf56d45f9032fe907cff78d88b1bfbe83addbe2e8
000248,raw/fukada_kyoko/0007.mp4,fukada_kyoko,Fukada Kyoko,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,fd141984e22ffcd6344c77395312e85671a2b07b83ef739c89592678d3fe128f
000249,raw/fukada_kyoko/0008.mp4,fukada_kyoko,Fukada Kyoko,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,1ad26ace44360d2624497b2cfc19ce4ee719c439b35fd5b7d2980badfdb73497
000250,raw/goo_yoon_young/0001.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4a1816208c6e1fbfc572f139a22228e8399c5bb7d2a9d5a67d728359e39e14f2
000251,raw/goo_yoon_young/0002.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,378add8d3b439add70823de01ee8a8804c9759622fdf9f4fbb4957f73e192264
000252,raw/goo_yoon_young/0003.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fd84948b5bf996bbf4e508a4c9172db51c271f659ef43f46c711e5762b071070
000253,raw/goo_yoon_young/0004.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ffb534cf82b45dafd2d9feeac83d3dce16b6685e7c509f47c201ffe9acb3a5f7
000254,raw/goo_yoon_young/0005.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5c86d1120e5f10a4ea0da4bffe6d14a6b3e6c97ede31e4cb431c0319fe75791e
000255,raw/goo_yoon_young/0006.mp4,goo_yoon_young,Goo Yoon Young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5e0e04aeaf2bb1c10488c48a2a6d73037fc38d00d752ee81e8c4981b6b2a2357
000256,raw/goo_yoon_young/0007.mp4,goo_yoon_young,Goo Yoon Young,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,153c36c564a0590c9ba22c2ca4b771a9b095bf68da3f329eeb59e6db7f2970d4
000257,raw/goo_yoon_young/0008.mp4,goo_yoon_young,Goo Yoon Young,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,08aad4402592f3c5683d595903affebfe8fd9c3184a43aa22eec12e2bbb2590d
000258,raw/grace_kelly/0001.mp4,grace_kelly,Grace Kelly,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,cdc042defeaa67de476382be89f15a10ad7c42c86c429b0801b6168063702183
000259,raw/grace_kelly/0002.mp4,grace_kelly,Grace Kelly,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d38abbe092ce4c0be3f697f89eca0a07d784cf380e2d0d428ef08f25d6329f3e
000260,raw/grace_kelly/0003.mp4,grace_kelly,Grace Kelly,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4c6f04bdf2ab90c7a32fc56032d1d6fd5b5c95d533ee381af5f9f94f2dca3cca
000261,raw/grace_kelly/0004.mp4,grace_kelly,Grace Kelly,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fb1b955f9a2fb2b3c54489ae8100259d4a4e589535d5b8e69fe3ee73ea4ba1c1
000262,raw/grace_kelly/0005.mp4,grace_kelly,Grace Kelly,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a92ea4093087f9ee50bedb3588c227ee7b1c4e26b07a0b9e394e005571f26472
000263,raw/grace_kelly/0006.mp4,grace_kelly,Grace Kelly,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,d1b3f8ac8f04e56e7b8eb9fc26f7adf765f4ea70bd63350f544f49e5e7e5f8c2
000264,raw/grace_kelly/0007.mp4,grace_kelly,Grace Kelly,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,f5eefba728018ac18ef001f888da52aeee0b7611a4921615c90faa923298353b
000265,raw/hamabe_minami/0001.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,af6ba585ce84d25aa92e848708d1136e99ef92794565297ed16b8177a75c9043
000266,raw/hamabe_minami/0002.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fe28696ff228941d1023f5dcf6b0fdc83649e4fd18dbdd78aecdd815412ee295
000267,raw/hamabe_minami/0003.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a8cb08cfa69b0c6a8ae0696655791b8dc60fd74ab16f44d15bd44baba7a7297b
000268,raw/hamabe_minami/0004.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,87bdbdf0d7f9355b2fc96aea28baeb3dee321f68981896817fd599fb802d27ed
000269,raw/hamabe_minami/0005.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,39eb871e24a8ec8abdf95559f23a074890611eeaac239fc4112ca8846768da7d
000270,raw/hamabe_minami/0006.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,340a3f919ae1c79d54cb0c4574affb046b3c9c261d3d7f5c4fd27adc0dbf0146
000271,raw/hamabe_minami/0007.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,0e047ceda360f3f2d0a330cf704a25bc8336c1050360f70071d15324823d3949
000272,raw/hamabe_minami/0008.mp4,hamabe_minami,Hamabe Minami,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5cbcf53b6e7dc0b9f25444757606c275e482bbe1df35dad5e1b823f13b7490b4
000273,raw/hamabe_minami/0009.mp4,hamabe_minami,Hamabe Minami,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,41acb87f0854a171cc550d3e65fa167fd2ece14f21b96e1fbaed577c2c944bba
000274,raw/hamabe_minami/0010.mp4,hamabe_minami,Hamabe Minami,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,917157f4d9db3362084c7a28b7a123da8822d0fdbc1107995b04c011ecee690f
000275,raw/han_chaeyoung/0001.mp4,han_chaeyoung,Han Chae-young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4bdd3219656782f9e0c27c4172dd937242b6c72dcc5e00022b2ba7a7cd762cb8
000276,raw/han_chaeyoung/0002.mp4,han_chaeyoung,Han Chae-young,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,104b5b0dad078f542156284fcc0cf9cfd9bae1687461303c5b8bd5ebd0dcb5cd
000277,raw/han_chaeyoung/0003.mp4,han_chaeyoung,Han Chae-young,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,5eacc39bf13b69c554040a5060f62f3f21120480789eb9f4804bfe11502d8a06
000278,raw/han_chaeyoung/0004.mp4,han_chaeyoung,Han Chae-young,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,81fbcf435a82adaedd472754f493fde400352c3ace25bf1a94836fe1a04d1f28
000279,raw/han_hyojoo/0001.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,3caf8918a013bb6a6a08d28310dd72cfad2efd9c017f316f675cdcc169378740
000280,raw/han_hyojoo/0002.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,89bd700896236fa06e965467ee6847f2643f56d6adaef08cb1c199bfc2a70a9c
000281,raw/han_hyojoo/0003.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,57d575252dd7cf4a685ba827003ff6be492393f5db725a23fb2ee65f73076699
000282,raw/han_hyojoo/0004.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,16fe885f1f322716692b85b4e35dba8abe8ea2effbebf92f4453f251ad1c11f6
000283,raw/han_hyojoo/0005.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,cbb8c1c65d7c7e9ff8fb31414a969641af3cd859b4857ac2996752126c1d75ed
000284,raw/han_hyojoo/0006.mp4,han_hyojoo,Han Hyo-joo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,2ea5f5af18fdf45aa7a30b193af8dbf55e126d98c1e6f77bf18b437cc852c021
000285,raw/han_hyojoo/0007.mp4,han_hyojoo,Han Hyo-joo,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,383e59a3adbc47af15f27554d3b77554a8819309845e0f37e5b2cb1e19c12d3b
000286,raw/han_hyojoo/0008.mp4,han_hyojoo,Han Hyo-joo,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,b85cf8cdcd765fcd3a8b964f421da85c756d04b6af33d860e8ad21bbaf5ac63e
000287,raw/hashimoto_kana/0001.mp4,hashimoto_kana,Hashimoto Kana,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,75dad1be32e3d4078acfb419bb9b7da23db9c49fd1b247605e90658536a5e21b
000288,raw/hashimoto_kana/0002.mp4,hashimoto_kana,Hashimoto Kana,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f45608071ca986d631394c6f91ff0fab8ea3d2ead0ecb3b876bb40d369105ff0
000289,raw/hashimoto_kana/0003.mp4,hashimoto_kana,Hashimoto Kana,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ddf247474c3056a4b83d5ba89b71b2d85be9924da3001fcdd46c7f6fa251528f
000290,raw/hashimoto_kana/0004.mp4,hashimoto_kana,Hashimoto Kana,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f7fdef7548dab130914113161e9d81f450845c4f3cbff65f0786f650a3d4d53f
000291,raw/hashimoto_kana/0005.mp4,hashimoto_kana,Hashimoto Kana,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,99c3adb8aaf7621e516659847504c87d981409cd6ce7561a6e8e458ab133bd87
000292,raw/hashimoto_kana/0006.mp4,hashimoto_kana,Hashimoto Kana,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,ba11503d3130306a847062fd47411988b6270f8139e402f4f4e8a161ae4ae56d
000293,raw/hashimoto_kana/0007.mp4,hashimoto_kana,Hashimoto Kana,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,70328ffce1dc36024a0b3071de6b3fa66b5ff79c6f9d9fc25a67171fcc35087c
000294,raw/heidy_larmar/0001.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9ab6da9714f5b3dd4162bf5a7074ff7a49ad5550923338e44aed8e20b7674b3a
000295,raw/heidy_larmar/0002.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a5f9790df53efa9837e1ef06e33ac9978d9c81a915c0deb3d26a8db67808a9fa
000296,raw/heidy_larmar/0003.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,dd31cbac67bb02cb7a4480f365c49689f69cf054c77f7a42780af0f618819630
000297,raw/heidy_larmar/0004.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,7e2116cb19a550e60b2a547517c2641ed7646cd9760a68f50de96315c612eed8
000298,raw/heidy_larmar/0005.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5d32c476916b889f0434fb28d9acd2358e530a5226b6dacc3d9f343b3c7faa13
000299,raw/heidy_larmar/0006.mp4,heidy_larmar,Heidy Larmar,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,969131904f971fb26790151454f7a160c214d3b89503d8ab34691aafee3375f6
000300,raw/heidy_larmar/0007.mp4,heidy_larmar,Heidy Larmar,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,b52f22bf7837cdb9734dd09f02af7a145b12eb46841e7834ce9a80fea58a429e
000301,raw/heidy_larmar/0008.mp4,heidy_larmar,Heidy Larmar,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,e062780567d8be66e1288d45efa7b6ac0b243b02f419437d324b1348ea886e1d
000302,raw/hirose_suzu/0001.mp4,hirose_suzu,Hirose Suzu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ea18133895a5ec220df9339d4ccd7e9f06f38e9f5ffe8c47cc4f0034d2d8de77
000303,raw/hirose_suzu/0002.mp4,hirose_suzu,Hirose Suzu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,225e29164ebc413bd281b5ca1560f9041c3909b92ab173dc2ab2e812c6d5e5e6
000304,raw/hirose_suzu/0003.mp4,hirose_suzu,Hirose Suzu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b892ef603e530c2bb82f4f4f0eda68e41435e1c448772bf5cc60938c1dfbbe10
000305,raw/hirose_suzu/0004.mp4,hirose_suzu,Hirose Suzu,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,0deda3b1efbc085455f8e8ea543e180e5dd60da000153687ad8c0393a15bcaa5
000306,raw/hirose_suzu/0005.mp4,hirose_suzu,Hirose Suzu,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,c4f315f638ca373a64f04d387cf4d39f1c9be4ea534c0f30328236ad38f2128a
000307,raw/hong_hwayeon/0001.mp4,hong_hwayeon,Hong Hwa-yeon,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,25f0482c22670c7d75c5a135ac165ae7616b63ec5677916cbc1a302f2b933ae1
000308,raw/hong_hwayeon/0002.mp4,hong_hwayeon,Hong Hwa-yeon,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,3cf4974aa11beb87c46b4e8abd73a244a887539778580e2270c6a2667feef97f
000309,raw/hong_hwayeon/0003.mp4,hong_hwayeon,Hong Hwa-yeon,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,cb4cc50cd2cbb8a460c497f01a0ea1b61ecec6d6cdc958e07344273744450fad
000310,raw/hong_hwayeon/0004.mp4,hong_hwayeon,Hong Hwa-yeon,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,71244064b6f965b55277d5d49e1bb44a0aad621ee426e66520727864d0bfdbb7
000311,raw/hong_hwayeon/0005.mp4,hong_hwayeon,Hong Hwa-yeon,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,5c989528d52d0eaa1d64b97275cdc3ed4cc43d0c8d1ddd1d23a84ce7d28a5696
000312,raw/hong_hwayeon/0006.mp4,hong_hwayeon,Hong Hwa-yeon,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,9b2abb153748cd1fac5af90a73c28151ede384c31be3bcad20d5249d41466c32
000313,raw/hoshi_moeka/0001.mp4,hoshi_moeka,Hoshi Moeka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9aba8cca488f1c7f3b78414da7aa4532b6c0f3330a720d06c40ae0624ccf4e07
000314,raw/hoshi_moeka/0002.mp4,hoshi_moeka,Hoshi Moeka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,def78bfea44c1f3e0a7ddb4c360ec70af1947f7e49fdced673347a7e4e437302
000315,raw/hoshi_moeka/0003.mp4,hoshi_moeka,Hoshi Moeka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a36e6abde20c7322e80bb17bd70ef4139be9fca8a7ff70f919609ff8d1026fd8
000316,raw/hoshi_moeka/0004.mp4,hoshi_moeka,Hoshi Moeka,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,9be5e8bc725fbb233621b822c83f4ba4e646ea2de23c370e80b6ac0add5b7478
000317,raw/hoshi_moeka/0005.mp4,hoshi_moeka,Hoshi Moeka,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,63f2d3ad116c9f084d21ff0a6e5d7a57fc0da535a6fd12fa56e16726ef0ccb61
000318,raw/hoi_thu/0001.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,02f710dfce4cc551d60ccc1989f42711f158b5cce255949cae2c09682443de72
000319,raw/hoi_thu/0002.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5fc42090409c8241adfc515e0e781a35d6922f5d660213deb761f497860fcbbb
000320,raw/hoi_thu/0003.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,bf27126695eec0ad5c845d95c3b6ca287fdc758b89c46d0a89c21dfd981685c6
000321,raw/hoi_thu/0004.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4094aebb18c30411ea0d9c30c6602f164f29c2710c7287638c9617c24d6566ce
000322,raw/hoi_thu/0005.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,347b0f2038b2c2dfc4df14df2a163f7cbe9b9c0eed38f1b9a3db7c7a927a50d1
000323,raw/hoi_thu/0006.mp4,hoi_thu,Hoài Thu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,32e0c7985fe5cd45876bdb66d4e0d8328ff11a02f52368230a4a781fc08a4b71
000324,raw/hoi_thu/0007.mp4,hoi_thu,Hoài Thu,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,a05ba87e606fb7f6eefc1032f739471bc555aa7367a23a3135b416bb40f3f8a0
000325,raw/hoi_thu/0008.mp4,hoi_thu,Hoài Thu,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,cfcb95f5d7e9189059e78f48a4a8115d7b4cc28a386fe721fc794763fac2ff70
000326,raw/ikeda_eliza/0001.mp4,ikeda_eliza,Ikeda Eliza,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,80c277bc81c4cec6fc3707e44ae07a3d8abfe734ad32f71c1a5ec80be7618f23
000327,raw/ikeda_eliza/0002.mp4,ikeda_eliza,Ikeda Eliza,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,8ad8be021ba127b498699dc403b604f5bde36e144bcf5b112fca8d6baa63e74b
000328,raw/ikeda_eliza/0003.mp4,ikeda_eliza,Ikeda Eliza,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4878365b7be48bbdd74ad8b8d8242971c36cecf748ca89858be6d75f133f06ee
000329,raw/ikeda_eliza/0004.mp4,ikeda_eliza,Ikeda Eliza,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fac651cfe83782f45e6abbe351eac9549abd764515054a0921602f883915c92a
000330,raw/ikeda_eliza/0005.mp4,ikeda_eliza,Ikeda Eliza,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,a1fb72a8696b4db0b5cb8effeb802d229b78fa3f8bac3bbde688fb4c059d45e5
000331,raw/ikeda_eliza/0006.mp4,ikeda_eliza,Ikeda Eliza,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,d2c1cbdbca5d1ca3c5bf324cdbebaab18b122c1f499937ca567708b2cf9002db
000332,raw/im_jinnah/0001.mp4,im_jinnah,Im Jinnah,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,97369091a0f9f858ce995479a41a699633cb7e2160c16b5b20b23543e3e64b73
000333,raw/im_jinnah/0002.mp4,im_jinnah,Im Jinnah,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b4508a4ba61539328017d6b3884ad282794371848f203aa117020e39d80a1037
000334,raw/im_jinnah/0003.mp4,im_jinnah,Im Jinnah,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9abd01a30c203e5dec9d92f04e6c7a684e2b091dc2324d50862a752d85cfd425
000335,raw/im_jinnah/0004.mp4,im_jinnah,Im Jinnah,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,dc274134e541cdd1eeb6771ce905b9090e1331fc252dcb11050102f03fbef09e
000336,raw/im_jinnah/0005.mp4,im_jinnah,Im Jinnah,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,30a615ab3ef738818486b3515849b8697db3a3aebdb85c90c6ecdabd250fd464
000337,raw/im_jinnah/0006.mp4,im_jinnah,Im Jinnah,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,783e981affb4fa754d6fe9424c4400f5f3f0db2e8f857239ff1db157f28e61eb
000338,raw/im_jinnah/0007.mp4,im_jinnah,Im Jinnah,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,51e1d8af74ef8f8f4ea7b711d8850192c941925ae2872938b95a82cb8922383d
000339,raw/imada_mio/0001.mp4,imada_mio,Imada Mio,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,15e0b416cf235190a886615a09dc7920b5c3823457c9d8eb15c91b176aca736b
000340,raw/imada_mio/0002.mp4,imada_mio,Imada Mio,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d3e53d898b6374ad22dad107d770d9072dd6e545b430e7e5e004889919909368
000341,raw/imada_mio/0003.mp4,imada_mio,Imada Mio,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,707e7362a8860c2475cc1a83ddf54affe23f7c034a1f090a72ff52266002bb4b
000342,raw/imada_mio/0004.mp4,imada_mio,Imada Mio,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,e268cf895b5d0949366fd4f200ece521f28829b4cb97ff86cf9f892817ff3e0f
000343,raw/imada_mio/0005.mp4,imada_mio,Imada Mio,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,c681b6df8a38f9e44d0c816136a5f26bca512d01b4da0d1d5bc4f52fbd25749c
000344,raw/imada_mio/0006.mp4,imada_mio,Imada Mio,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,a88a914841fd7cb30b061a2b4474109743f6389595d7f38ac820f79329b5be43
000345,raw/imada_mio/0007.mp4,imada_mio,Imada Mio,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,dba513c709671e19f44e4f8ca9ebf2e0ef94e8faab482ef734dd1c66fffc3826
000346,raw/imoto_ayaka/0001.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,32cae69afadf7b6248d09bea9885f854de67ddd3f431b2719d95b2f0016572d8
000347,raw/imoto_ayaka/0002.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,7c76ab2a1d6d0746908d9e00ab78b7fb00ada8d7820b2773e59aa36df80629bd
000348,raw/imoto_ayaka/0003.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,dcd4d523cd6ce68bd49f671699558a8fe95d41cf20fabc0d558e5b9ca1ee5ea2
000349,raw/imoto_ayaka/0004.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,93820770635b5863b7550cd770ada60ca293100def95119f255a966c4e35dcce
000350,raw/imoto_ayaka/0005.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4e31a9bbc4123fb88c54706918bdfbdc839545ba15dae84d0180953ddddb1613
000351,raw/imoto_ayaka/0006.mp4,imoto_ayaka,Imoto Ayaka,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a168c58188b41dc7e7178101d5ee66d39dde313ccf5468b9f76923c590dd4bf1
000352,raw/imoto_ayaka/0007.mp4,imoto_ayaka,Imoto Ayaka,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,c6b810378a657f2789fa61a37bea3733e1d61de62ba5169c0978e50803e39722
000353,raw/imoto_ayaka/0008.mp4,imoto_ayaka,Imoto Ayaka,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,593fdfc2efc2634f8bd16a204f2eaf43c1acd368b8500d67b3ecabb63d7b1ae0
000354,raw/ishihara_satomi/0001.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f22aa0f13beadf41e8972e946eb7a652960abc37e2a1a3e20033a16646457408
000355,raw/ishihara_satomi/0002.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,8e32ca98854ba7db011bd32157fc1b9276c154f8546579c303addb981969ce31
000356,raw/ishihara_satomi/0003.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,663fb1d00d7e2351301a7c5ae6ef13c2a599dd9b5fc72c43448224f820f89140
000357,raw/ishihara_satomi/0004.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b129e9a19eca86ccf561f5c48a410f3c761a7f374dba7d560acc082e3435a022
000358,raw/ishihara_satomi/0005.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,932f833d31ae2c111881c1b5daa2c3a31c965522b531b53d3f9631ee8bc8d132
000359,raw/ishihara_satomi/0006.mp4,ishihara_satomi,Ishihara Satomi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,317a98cc26a2b528def14f21b48ed7c6bb022942410dd49e34d17a36f4faf883
000360,raw/ishihara_satomi/0007.mp4,ishihara_satomi,Ishihara Satomi,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,329c949b39b218deee999322e5ef0b57f4972ce4c3f71b4eead08462a6c225da
000361,raw/ishihara_satomi/0008.mp4,ishihara_satomi,Ishihara Satomi,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,6c0122fe3a4d0fe5c82de4e8fa1170a7f0aac8bce8fe2b41b6c08e359ca6945c
000362,raw/italy_monoca/0001.mp4,italy_monoca,Italy Monoca,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,239dee4b11474ec1c1a1e405b572196179fa5da8380a118b290fe4cfc7737924
000363,raw/italy_monoca/0002.mp4,italy_monoca,Italy Monoca,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ed344060996a5f91ac828022e21cf2445a759f2ef24eb0c2e14f1d33378da83d
000364,raw/italy_monoca/0003.mp4,italy_monoca,Italy Monoca,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,688e94af990902fa661d17a8932d5079f9508c568f28e227ab5880820f1c501e
000365,raw/italy_monoca/0004.mp4,italy_monoca,Italy Monoca,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,ccb55e02d3e41bec5b0b7b570191bdf3121d9624b9f16b1b73330b922c5bbf79
000366,raw/italy_monoca/0005.mp4,italy_monoca,Italy Monoca,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,e13a365863e518023f9d7e0222718848e56a3afd5fbc39257b34179eaf1a8c15
000367,raw/jang_gyuri/0001.mp4,jang_gyuri,Jang Gyu-ri,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,6fbd766293faf9b7aebf381f4b975d4982a9848a3923d13108c57e318088e02f
000368,raw/jang_gyuri/0002.mp4,jang_gyuri,Jang Gyu-ri,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,aba5827c0b2a2559924ff04fd8590d116c759653797c0798782155cf2f4e446c
